Name,chr,pos,Relation_to_Island,UCSC_RefGene_Name,UCSC_RefGene_Group,hg,clock,weight_clock
cg26288322,chr16,71664947,OpenSea,MARVELD3;MARVELD3;MARVELD3,Body;Body;Body,hg19,PROimm_pos,-1
cg05366813,chr7,30723147,S_Shore,CRHR2;CRHR2;CRHR2;CRHR2;CRHR2,TSS1500;TSS1500;TSS1500;Body;Body,hg19,PROimm_pos,-1
cg18563599,chr22,39347307,OpenSea,,,hg19,PROimm_pos,-1
cg17339958,chr22,45331912,OpenSea,PHF21B;PHF21B;PHF21B;PHF21B,Body;Body;Body;5'UTR,hg19,PROimm_pos,-1
cg27119318,chr21,40759574,N_Shore,WRB;WRB,Body;TSS200,hg19,PROnonage,1
cg20042171,chr12,48111464,OpenSea,ENDOU;ENDOU;ENDOU,Body;Body;Body,hg19,PROnonage,-1
cg13929734,chr4,1623883,N_Shore,,,hg19,PROnonage,1
cg02054964,chr7,157643770,OpenSea,PTPRN2;PTPRN2;PTPRN2,Body;Body;Body,hg19,PROnonage,-1
cg23180593,chr13,111301487,Island,CARS2,Body,hg19,PROnonage,1
cg25337514,chr2,9285975,OpenSea,,,hg19,PROnonage,1
cg24517863,chr1,233601965,OpenSea,,,hg19,PROnonage,-1
cg00542545,chr2,230911344,OpenSea,SLC16A14,Body,hg19,PROnonage,-1
cg00331501,chr5,37209440,Island,C5orf42,Body,hg19,PROnonage,1
cg00750880,chr17,75681168,OpenSea,,,hg19,PROnonage,-1
cg19456996,chr6,29600642,Island,GABBR1;GABBR1;GABBR1;GABBR1,5'UTR;1stExon;1stExon;5'UTR,hg19,PROnonage,1
cg06668065,chr5,92909069,S_Shore,FLJ42709;FLJ42709,Body;Body,hg19,PROnonage,-1
cg06048910,chr11,2925473,S_Shore,SLC22A18;SLC22A18;SLC22A18AS,Body;Body;TSS1500,hg19,PROnonage,1
cg19876216,chr4,13338008,OpenSea,HSP90AB2P,Body,hg19,PROnonage,-1
cg20322093,chr17,72931788,Island,OTOP3,TSS200,hg19,PROnonage,-1
cg08822417,chr10,1669312,OpenSea,ADARB2,Body,hg19,PROnonage,-1
cg21543589,chr20,30225685,Island,COX4I2,TSS200,hg19,PROnonage,-1
cg20864214,chr11,73054121,Island,ARHGEF17,Body,hg19,PROnonage,1
cg23205034,chr8,98116447,OpenSea,PGCP,Body,hg19,PROnonage,-1
cg13121377,chr13,78234348,OpenSea,,,hg19,PROnonage,-1
cg14004847,chr7,1930337,OpenSea,MAD1L1;MAD1L1;MAD1L1,Body;Body;Body,hg19,PROnonage,-1
cg27390009,chr17,18150501,Island,FLII,Body,hg19,PROnonage,1
cg09656164,chr8,26371428,Island,PNMA2;DPYSL2;PNMA2,5'UTR;TSS1500;1stExon,hg19,PROnonage,-1
cg00912939,chr7,102036598,Island,PRKRIP1,TSS1500,hg19,PROnonage,-1
cg20857767,chr11,113147175,OpenSea,NCAM1;NCAM1,3'UTR;3'UTR,hg19,PROnonage,-1
cg25830307,chr10,77871644,N_Shore,C10orf11,Body,hg19,PROnonage,1
cg13322234,chr8,142632593,S_Shelf,,,hg19,PROnonage,-1
cg22937462,chr6,32411185,OpenSea,HLA-DRA,Body,hg19,PROnonage,-1
cg21279840,chr7,157656367,N_Shelf,PTPRN2;PTPRN2;PTPRN2,Body;Body;Body,hg19,PROnonage,-1
cg18883976,chr19,15120922,N_Shore,CCDC105,TSS1500,hg19,PROnonage,-1
cg13784276,chr9,139103646,OpenSea,QSOX2,Body,hg19,PROnonage,1
cg02804275,chr12,22528603,OpenSea,,,hg19,PROnonage,-1
cg24065312,chr3,9988889,Island,PRRT3;PRRT3-AS1,Body;TSS200,hg19,PROnonage,-1
cg01834160,chr16,70713567,Island,MTSS1L,Body,hg19,PROnonage,1
cg04148089,chr16,85673599,N_Shore,KIAA0182;KIAA0182,5'UTR;Body,hg19,PROnonage,1
cg15065561,chr19,22319196,N_Shore,,,hg19,PROnonage,-1
cg24981196,chr1,195723692,OpenSea,,,hg19,PROnonage,-1
cg00686826,chr2,637564,S_Shore,,,hg19,PROnonage,-1
cg05536156,chr7,44263842,S_Shelf,CAMK2B;CAMK2B;CAMK2B;CAMK2B;CAMK2B;CAMK2B;CAMK2B;CAMK2B,Body;Body;Body;Body;Body;Body;Body;Body,hg19,PROnonage,-1
cg05596988,chr9,93370090,OpenSea,,,hg19,PROnonage,-1
cg17906685,chr15,27666693,OpenSea,GABRG3;GABRG3,Body;Body,hg19,PROnonage,-1
cg02033040,chr3,43024660,S_Shelf,FAM198A,Body,hg19,PROnonage,-1
cg04818175,chr21,31130959,OpenSea,GRIK1-AS1;GRIK1;GRIK1,Body;Body;Body,hg19,PROnonage,-1
cg08879913,chr10,58130574,OpenSea,,,hg19,PROnonage,-1
cg11221524,chr1,84969091,N_Shelf,GNG5,Body,hg19,PROnonage,1
cg09858826,chr10,88008047,OpenSea,GRID1,Body,hg19,PROnonage,-1
cg26067361,chr8,38010768,OpenSea,,,hg19,PROnonage,-1
cg06107942,chr2,74372634,N_Shelf,BOLA3;BOLA3,Body;Body,hg19,PROnonage,-1
cg15090161,chr5,167634748,OpenSea,ODZ2,Body,hg19,PROnonage,-1
cg00152613,chr8,28314916,OpenSea,FBXO16;FBXO16,Body;Body,hg19,PROnonage,-1
cg06867072,chr13,113370714,OpenSea,ATP11A;ATP11A,Body;Body,hg19,PROnonage,-1
cg12454778,chr10,38148313,S_Shore,ZNF248,TSS1500,hg19,PROnonage,-1
cg22747650,chr7,150020218,Island,LRRC61;ACTR3C;LRRC61,TSS200;5'UTR;TSS200,hg19,PROnonage,1
cg13128985,chr6,66205895,OpenSea,EYS;EYS;EYS;EYS;EYS;EYS;EYS;EYS,ExonBnd;ExonBnd;ExonBnd;ExonBnd;5'UTR;5'UTR;5'UTR;5'UTR,hg19,PROnonage,-1
cg05928186,chr7,27187102,Island,HOXA6,1stExon,hg19,PROnonage,1
cg11408632,chr1,4856487,OpenSea,,,hg19,PROnonage,-1
cg15561128,chr16,62860510,OpenSea,,,hg19,PROnonage,-1
cg17057086,chr8,133456013,OpenSea,KCNQ3,Body,hg19,PROnonage,-1
cg08089777,chr8,129152499,OpenSea,,,hg19,PROnonage,-1
cg14394687,chr17,64394426,OpenSea,PRKCA-AS1;PRKCA,Body;Body,hg19,PROnonage,-1
cg02335460,chr19,33727625,S_Shore,,,hg19,PROnonage,-1
cg11189353,chr2,122543547,OpenSea,,,hg19,PROnonage,-1
cg19870125,chr12,129604022,OpenSea,TMEM132D,Body,hg19,PROnonage,-1
cg02297278,chr5,149628955,OpenSea,CAMK2A;CAMK2A,Body;Body,hg19,PROnonage,-1
cg07412611,chr12,100591365,N_Shore,,,hg19,PROnonage,-1
cg20253561,chr1,237916368,OpenSea,RYR2,Body,hg19,PROnonage,-1
cg18594701,chr11,55111658,OpenSea,OR4A16,1stExon,hg19,PROnonage,-1
cg00754834,chr4,14843735,OpenSea,LINC00504,Body,hg19,PROnonage,-1
cg21507854,chr12,506697,N_Shelf,CCDC77;CCDC77,5'UTR;5'UTR,hg19,PROnonage,-1
cg13046853,chr11,82095322,OpenSea,,,hg19,PROnonage,-1
cg19447629,chr12,82766859,OpenSea,C12orf26,Body,hg19,PROnonage,-1
cg01156418,chr17,18834831,OpenSea,,,hg19,PROnonage,-1
cg04408751,chr10,104378688,OpenSea,SUFU;SUFU,Body;Body,hg19,PROnonage,1
cg26389101,chr9,97365764,OpenSea,FBP1;FBP1,Body;Body,hg19,PROnonage,-1
cg06432426,chr2,484825,OpenSea,,,hg19,PROnonage,-1
cg13075322,chr15,25330370,OpenSea,SNORD116-18;SNORD116-17;SNORD116-19,TSS200;TSS1500;TSS1500,hg19,PROnonage,-1
cg02648939,chr19,7976860,N_Shore,MAP2K7,Body,hg19,PROnonage,1
cg04732193,chr1,209858581,OpenSea,HSD11B1,TSS1500,hg19,PROnonage,-1
cg07436074,chr6,162071140,S_Shelf,PARK2;PARK2;PARK2,Body;Body;Body,hg19,PROnonage,-1
cg07474251,chr4,156131884,S_Shore,NPY2R,5'UTR,hg19,PROnonage,-1
cg25594449,chr18,3029573,OpenSea,,,hg19,PROnonage,-1
cg26249100,chr12,123350969,N_Shore,VPS37B,3'UTR,hg19,PROnonage,-1
cg17632750,chr2,240467003,OpenSea,,,hg19,PROnonage,-1
cg12505658,chr15,44959348,S_Shelf,PATL2,Body,hg19,PROnonage,-1
cg22634413,chr12,94647439,OpenSea,PLXNC1,Body,hg19,PROnonage,-1
cg21370267,chr10,76857738,OpenSea,DUSP13;DUSP13;DUSP13;DUSP13,5'UTR;3'UTR;Body;Body,hg19,PROnonage,-1
cg21654510,chr7,89072927,OpenSea,,,hg19,PROnonage,-1
cg25027413,chr10,50323901,S_Shore,VSTM4;VSTM4,TSS1500;TSS1500,hg19,PROnonage,-1
cg07640391,chr18,77768640,OpenSea,,,hg19,PROnonage,-1
cg26660199,chr16,52263150,OpenSea,,,hg19,PROnonage,-1
cg04883553,chr11,45703104,OpenSea,,,hg19,PROnonage,-1
cg10570560,chr9,138091677,OpenSea,,,hg19,PROnonage,-1
cg13836563,chr2,4158907,S_Shelf,,,hg19,PROnonage,-1
cg22277930,chr8,114533816,OpenSea,,,hg19,PROnonage,-1
cg22507304,chr14,77709189,OpenSea,TMEM63C,Body,hg19,PROnonage,-1
cg06715663,chr3,185957491,OpenSea,DGKG;DGKG;DGKG,Body;Body;Body,hg19,PROnonage,1
cg07025047,chr2,206970990,OpenSea,,,hg19,PROnonage,-1
cg08492568,chr6,89759594,OpenSea,,,hg19,PROnonage,-1
cg11772022,chr22,27254558,OpenSea,,,hg19,PROnonage,-1
cg12636835,chr22,26776311,OpenSea,SEZ6L,3'UTR,hg19,PROnonage,-1
cg16968493,chr5,43363032,OpenSea,,,hg19,PROnonage,-1
cg21746109,chr7,2558087,N_Shore,LFNG;LFNG;LFNG;LFNG,5'UTR;TSS1500;TSS1500;Body,hg19,PROnonage,1
cg15529950,chr18,76623073,N_Shelf,,,hg19,PROnonage,-1
cg22579670,chr4,6152623,OpenSea,JAKMIP1;JAKMIP1;JAKMIP1;JAKMIP1,5'UTR;5'UTR;5'UTR;5'UTR,hg19,PROnonage,-1
cg20061803,chr2,220546544,OpenSea,,,hg19,PROnonage,-1
cg24011488,chr14,68324675,OpenSea,RAD51B;RAD51B;RAD51B,Body;Body;Body,hg19,PROnonage,1
cg21228157,chr7,143792799,OpenSea,OR2A12,1stExon,hg19,PROnonage,-1
cg11649415,chr19,5336174,S_Shore,PTPRS;PTPRS;PTPRS;PTPRS,5'UTR;5'UTR;5'UTR;5'UTR,hg19,PROnonage,-1
cg14509281,chr6,128771720,OpenSea,PTPRK;PTPRK;PTPRK;PTPRK;PTPRK;PTPRK,5'UTR;Body;Body;Body;Body;Body,hg19,PROnonage,1
cg24552538,chr4,5005417,OpenSea,,,hg19,PROnonage,-1
cg23518615,chr8,57303868,OpenSea,SDR16C6P,TSS1500,hg19,PROnonage,-1
cg11429493,chr4,129747404,OpenSea,JADE1;JADE1;JADE1;JADE1;JADE1;JADE1;JADE1;JADE1,5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR,hg19,PROnonage,-1
cg01201172,chr21,19777358,OpenSea,TMPRSS15,TSS1500,hg19,PROnonage,-1
cg23286992,chr1,18861627,OpenSea,,,hg19,PROnonage,-1
cg04883135,chr1,190071605,OpenSea,BRINP3,Body,hg19,PROnonage,-1
cg19644270,chr3,165803408,OpenSea,,,hg19,PROnonage,-1
cg17887794,chr17,38864153,OpenSea,,,hg19,PROnonage,-1
cg26098883,chr3,924582,OpenSea,,,hg19,PROnonage,-1
cg04292104,chr1,4816720,OpenSea,AJAP1;AJAP1,Body;Body,hg19,PROnonage,-1
cg09084320,chr10,33553435,OpenSea,NRP1;NRP1;NRP1,Body;Body;Body,hg19,PROnonage,-1
cg13979562,chr9,138967844,S_Shore,NACC2,5'UTR,hg19,PROnonage,1
cg11290523,chr15,42163045,OpenSea,SPTBN5,Body,hg19,PROnonage,-1
cg16429208,chr1,247693002,N_Shore,LOC148824,Body,hg19,PROnonage,-1
cg04455869,chr5,7663853,OpenSea,ADCY2,Body,hg19,PROnonage,-1
cg27041649,chr18,51883948,Island,C18orf54,TSS1500,hg19,PROnonage,1
cg14804237,chr4,152987101,OpenSea,,,hg19,PROnonage,-1
cg13663861,chr9,136234213,OpenSea,SURF4,Body,hg19,PROnonage,1
cg20504007,chr10,49892954,OpenSea,WDFY4,TSS1500,hg19,PROnonage,-1
cg24458671,chr18,30023041,OpenSea,GAREM;GAREM,Body;Body,hg19,PROnonage,-1
cg16534399,chr16,82226584,OpenSea,,,hg19,PROnonage,-1
cg24203469,chr7,20874871,OpenSea,LINC01162,TSS200,hg19,PROnonage,-1
cg17407604,chr6,150856780,OpenSea,,,hg19,PROnonage,-1
cg01362143,chr1,248635723,OpenSea,OR2T3,TSS1500,hg19,PROnonage,-1
cg27404980,chr5,6473801,OpenSea,UBE2QL1,Body,hg19,PROnonage,-1
cg00602447,chr5,29198350,OpenSea,,,hg19,PROnonage,-1
cg06791489,chr1,191190697,OpenSea,,,hg19,PROnonage,-1
cg04393512,chr7,1663970,S_Shelf,,,hg19,PROnonage,-1
cg12104041,chr8,67714002,OpenSea,SGK3;C8orf44-SGK3;SGK3;SGK3,Body;Body;Body;Body,hg19,PROnonage,-1
cg00176117,chr3,186914172,N_Shelf,RTP1,TSS1500,hg19,PROnonage,-1
cg11134774,chr7,11653201,OpenSea,THSD7A,Body,hg19,PROnonage,-1
cg18950064,chr9,130018898,OpenSea,,,hg19,PROnonage,-1
cg18441131,chr11,60839976,OpenSea,,,hg19,PROnonage,-1
cg00399378,chr15,78383919,OpenSea,SH2D7,TSS1500,hg19,PROnonage,-1
cg00121768,chr16,85475912,OpenSea,,,hg19,PROnonage,-1
cg25569088,chr15,94651292,OpenSea,LINC01581,TSS200,hg19,PROnonage,-1
cg17935214,chr18,76643716,S_Shelf,,,hg19,PROnonage,-1
cg17550329,chr5,133797432,OpenSea,,,hg19,PROnonage,-1
cg21346425,chr15,79589142,OpenSea,ANKRD34C,3'UTR,hg19,PROnonage,-1
cg24472823,chr7,51296131,OpenSea,COBL,Body,hg19,PROnonage,-1
cg14981176,chr1,171285111,OpenSea,FMO4,5'UTR,hg19,PROnonage,-1
cg11096441,chr20,49548515,Island,ADNP;ADNP,TSS1500;TSS1500,hg19,PROnonage,1
cg01558777,chr10,85933798,OpenSea,C10orf99,Body,hg19,PROnonage,-1
cg12024595,chr2,211456678,OpenSea,CPS1;CPS1;CPS1;CPS1;CPS1,TSS1500;ExonBnd;ExonBnd;Body;Body,hg19,PROnonage,-1
cg13402916,chr7,4917530,OpenSea,RADIL,Body,hg19,PROnonage,-1
cg22807241,chr7,147709862,OpenSea,MIR548F3;CNTNAP2,Body;Body,hg19,PROnonage,-1
cg16711532,chr3,3669983,OpenSea,,,hg19,PROnonage,-1
cg19460561,chr1,41914416,OpenSea,,,hg19,PROnonage,-1
cg14553809,chr7,97252814,OpenSea,,,hg19,PROnonage,-1
cg15344659,chr11,30870939,OpenSea,,,hg19,PROnonage,-1
cg10338093,chr2,589583,OpenSea,,,hg19,PROnonage,-1
cg11918751,chr1,197235851,OpenSea,CRB1;CRB1;CRB1;CRB1;CRB1;CRB1,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;5'UTR,hg19,PROnonage,-1
cg11391462,chr1,104113061,OpenSea,LOC648740;AMY2B,Body;5'UTR,hg19,PROnonage,-1
cg27583740,chr7,123556406,OpenSea,,,hg19,PROnonage,-1
cg11253083,chr19,12363091,OpenSea,,,hg19,PROnonage,-1
cg19125157,chr19,39100066,OpenSea,MAP4K1;MAP4K1,Body;Body,hg19,PROnonage,-1
cg02595823,chr10,73848915,S_Shore,SPOCK2;SPOCK2,TSS200;TSS200,hg19,PROnonage,-1
cg07664489,chr11,60499465,OpenSea,MS4A18,Body,hg19,PROnonage,-1
cg18042077,chr1,14550219,OpenSea,,,hg19,PROnonage,-1
cg12897991,chr11,23145532,OpenSea,,,hg19,PROnonage,-1
cg02229946,chr2,113669912,OpenSea,IL1F7;IL1F7;IL1F7;IL1F7,TSS1500;TSS1500;TSS1500;TSS1500,hg19,PROnonage,-1
cg14747669,chr3,34192600,OpenSea,,,hg19,PROnonage,-1
cg25653336,chr15,85202837,S_Shore,NMB;NMB,TSS1500;TSS1500,hg19,PROnonage,-1
cg05753303,chr11,74911899,OpenSea,SLCO2B1;SLCO2B1;SLCO2B1,Body;Body;Body,hg19,PROnonage,-1
cg06816254,chr16,21287038,N_Shelf,CRYM;CRYM,Body;Body,hg19,PROnonage,-1
cg14633061,chr19,53502203,OpenSea,,,hg19,PROnonage,-1
cg16650906,chr6,29697700,OpenSea,LOC285830;LOC285830,Body;Body,hg19,PROnonage,-1
cg03097046,chr7,26681765,OpenSea,C7orf71;C7orf71,Body;Body,hg19,PROnonage,-1
cg08690730,chr16,89671764,OpenSea,,,hg19,PROnonage,-1
cg03139423,chr6,39683259,OpenSea,KIF6,Body,hg19,PROnonage,-1
cg18656644,chr19,41058885,N_Shore,SPTBN4;SPTBN4,Body;Body,hg19,PROnonage,-1
cg05787952,chr16,734667,Island,JMJD8,TSS1500,hg19,PROnonage,1
cg14601964,chr17,53471796,OpenSea,MMD,Body,hg19,PROnonage,-1
cg14475859,chr9,135863570,N_Shore,GFI1B;GFI1B,Body;Body,hg19,PROnonage,-1
cg15925408,chr15,28019505,S_Shelf,OCA2;OCA2,Body;Body,hg19,PROnonage,-1
cg18613596,chr9,96018944,OpenSea,WNK2;WNK2,Body;Body,hg19,PROnonage,-1
cg23249502,chr5,76479359,S_Shelf,,,hg19,PROnonage,-1
cg20968139,chr11,75201867,OpenSea,GDPD5,5'UTR,hg19,PROnonage,-1
cg11487037,chr5,138629089,N_Shore,MATR3;MATR3,TSS1500;5'UTR,hg19,PROnonage,-1
cg26798688,chr16,89141939,N_Shore,,,hg19,PROnonage,-1
cg16422944,chr8,48188312,OpenSea,SPIDR;SPIDR;SPIDR;SPIDR,5'UTR;5'UTR;Body;Body,hg19,PROnonage,1
cg10971159,chr22,25977751,OpenSea,ADRBK2,Body,hg19,PROnonage,-1
cg09894758,chr19,32743570,OpenSea,,,hg19,PROnonage,-1
cg12126527,chr6,41656086,OpenSea,TFEB;TFEB;TFEB;TFEB;TFEB,Body;Body;Body;Body;Body,hg19,PROnonage,-1
cg10547636,chr7,138072441,OpenSea,,,hg19,PROnonage,-1
cg01127249,chr10,99350484,OpenSea,C10orf62;C10orf62;DHDPSL;DHDPSL,1stExon;3'UTR;Body;Body,hg19,PROnonage,-1
cg06332601,chr1,160120712,OpenSea,ATP1A4,TSS1500,hg19,PROnonage,-1
cg03718242,chr1,158223630,OpenSea,CD1A,TSS1500,hg19,PROnonage,-1
cg03577097,chr2,17728674,OpenSea,VSNL1,5'UTR,hg19,PROnonage,-1
cg26625059,chr6,16782176,OpenSea,,,hg19,PROnonage,-1
cg18774545,chr21,34836806,OpenSea,TMEM50B,Body,hg19,PROnonage,1
cg11403237,chr14,51596081,OpenSea,,,hg19,PROnonage,-1
cg15170644,chr5,80901358,OpenSea,SSBP2,Body,hg19,PROnonage,1
cg11546924,chr22,26380011,OpenSea,MYO18B,Body,hg19,PROnonage,-1
cg07872305,chr16,49192671,OpenSea,,,hg19,PROnonage,-1
cg03477049,chr18,30347555,N_Shelf,KLHL14,Body,hg19,PROnonage,-1
cg27044148,chr1,89401458,OpenSea,CCBL2;CCBL2,3'UTR;3'UTR,hg19,PROnonage,-1
cg04651623,chr6,164614956,OpenSea,,,hg19,PROnonage,-1
cg21312929,chr8,72111329,OpenSea,EYA1;EYA1;EYA1;EYA1,3'UTR;3'UTR;3'UTR;3'UTR,hg19,PROnonage,-1
cg08060645,chr6,110503093,S_Shore,CDC40,Body,hg19,PROnonage,-1
cg08499207,chr1,237850603,OpenSea,RYR2,Body,hg19,PROnonage,-1
cg07829731,chr7,34338514,OpenSea,,,hg19,PROnonage,-1
cg25098401,chr1,152658407,OpenSea,LCE2B,TSS200,hg19,PROnonage,-1
cg17924035,chr2,201747370,OpenSea,PPIL3;PPIL3,Body;Body,hg19,PROnonage,1
cg25977492,chr6,29365261,OpenSea,OR12D2,1stExon,hg19,PROnonage,-1
cg03761343,chr17,11787482,OpenSea,DNAH9;DNAH9,5'UTR;Body,hg19,PROnonage,-1
cg19454755,chr12,33905482,OpenSea,,,hg19,PROnonage,-1
cg15256244,chr3,48518327,OpenSea,SHISA5;SHISA5;SHISA5;SHISA5;SHISA5,Body;Body;Body;Body;Body,hg19,PROnonage,1
cg25024885,chr13,86157006,OpenSea,,,hg19,PROnonage,-1
cg05331334,chr18,13827738,S_Shore,,,hg19,PROnonage,-1
cg22062306,chr4,187014261,OpenSea,,,hg19,PROnonage,-1
cg18140642,chr1,236094805,OpenSea,,,hg19,PROnonage,1
cg02427159,chr20,16240073,OpenSea,,,hg19,PROnonage,-1
cg20556289,chr20,821388,N_Shore,FAM110A;FAM110A;FAM110A;FAM110A;FAM110A,TSS1500;5'UTR;5'UTR;5'UTR;5'UTR,hg19,PROnonage,1
cg20498611,chr5,164952653,OpenSea,,,hg19,PROnonage,-1
cg10684003,chr9,129724598,OpenSea,RALGPS1;RALGPS1;RALGPS1;RALGPS1,1stExon;Body;Body;Body,hg19,PROnonage,-1
cg09412786,chr17,67009860,OpenSea,ABCA9-AS1;ABCA9,Body;Body,hg19,PROnonage,-1
cg18218628,chr14,106369611,OpenSea,,,hg19,PROnonage,-1
cg19705131,chr18,74961163,N_Shore,GALR1,TSS1500,hg19,PROnonage,-1
cg20392527,chr2,10186053,S_Shore,KLF11;KLF11;KLF11,5'UTR;5'UTR;Body,hg19,PROnonage,1
cg00101602,chr10,73857843,OpenSea,ASCC1,Body,hg19,PROnonage,-1
cg03843092,chr4,66880610,OpenSea,,,hg19,PROnonage,-1
cg19500220,chr20,29844949,OpenSea,DEFB115,TSS1500,hg19,PROnonage,-1
cg26191029,chr7,8729778,OpenSea,NXPH1,Body,hg19,PROnonage,-1
cg08724891,chr2,219826145,N_Shore,CDK5R2;CDK5R2,3'UTR;1stExon,hg19,PROnonage,-1
cg04655834,chr15,25031239,OpenSea,,,hg19,PROnonage,-1
cg03223189,chr1,61539356,N_Shelf,,,hg19,PROnonage,-1
cg13777798,chr10,112867846,OpenSea,,,hg19,PROnonage,-1
cg05465448,chr11,55586744,OpenSea,OR5D18,TSS1500,hg19,PROnonage,-1
cg05288381,chr14,106010282,N_Shelf,,,hg19,PROnonage,-1
cg06946593,chr13,97986395,OpenSea,MBNL2;MBNL2,Body;Body,hg19,PROnonage,1
cg00786390,chr20,45093514,OpenSea,LOC100240726,Body,hg19,PROnonage,-1
cg19502694,chr6,110725921,OpenSea,DDO;DDO,Body;Body,hg19,PROnonage,-1
cg19650936,chr10,123170007,OpenSea,,,hg19,PROnonage,-1
cg25405128,chr2,216471111,OpenSea,,,hg19,PROnonage,1
cg20355576,chr14,90721437,N_Shore,PSMC1,TSS1500,hg19,PROnonage,-1
cg15864349,chr15,40821680,OpenSea,,,hg19,PROnonage,-1
cg01280279,chr17,32039522,OpenSea,ASIC2,Body,hg19,PROnonage,-1
cg03764134,chr8,50735947,OpenSea,,,hg19,PROnonage,-1
cg15273575,chr6,145090803,OpenSea,UTRN,Body,hg19,PROnonage,1
cg25209030,chr11,125042019,OpenSea,PKNOX2,5'UTR,hg19,PROnonage,-1
cg19517774,chr17,1085023,S_Shore,ABR,5'UTR,hg19,PROnonage,-1
cg10760704,chr11,45773828,OpenSea,,,hg19,PROnonage,-1
cg08959194,chr21,23892686,OpenSea,,,hg19,PROnonage,-1
cg20626540,chr3,53090465,OpenSea,,,hg19,PROnonage,-1
cg00202568,chr8,55528166,OpenSea,RP1,TSS1500,hg19,PROnonage,-1
cg10951643,chr1,158322531,OpenSea,CD1E;CD1E;CD1E;CD1E;CD1E;CD1E;CD1E;CD1E;CD1E;CD1E;CD1E;CD1E;CD1E,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500,hg19,PROnonage,-1
cg25666919,chr7,102074615,S_Shore,ORAI2;ORAI2,5'UTR;5'UTR,hg19,PROnonage,-1
cg17607707,chr7,158448104,OpenSea,NCAPG2;NCAPG2;NCAPG2;NCAPG2,Body;Body;Body;Body,hg19,PROnonage,1
cg14107889,chr20,44907892,OpenSea,CDH22,5'UTR,hg19,PROnonage,-1
cg23934819,chr11,124788965,N_Shore,HEPN1,TSS200,hg19,PROnonage,-1
cg01077403,chr10,79489295,OpenSea,,,hg19,PROnonage,-1
cg25341653,chr16,67233277,Island,ELMO3,1stExon,hg19,PROnonage,1
cg05549964,chr1,180145364,OpenSea,QSOX1;QSOX1,Body;Body,hg19,PROnonage,1
cg03437540,chr22,45097327,N_Shore,PRR5;PRR5-ARHGAP8;PRR5;PRR5;PRR5;PRR5,5'UTR;TSS1500;5'UTR;5'UTR;5'UTR;TSS1500,hg19,PROnonage,-1
cg26570714,chr1,248756151,OpenSea,OR2T10,1stExon,hg19,PROnonage,-1
cg08843513,chr3,14164955,N_Shore,TMEM43;CHCHD4;CHCHD4,TSS1500;Body;5'UTR,hg19,PROnonage,-1
cg00420390,chr7,2256023,OpenSea,MAD1L1;MAD1L1;MAD1L1;MAD1L1;MAD1L1,Body;Body;Body;Body;Body,hg19,PROnonage,1
cg07695379,chr2,71409199,OpenSea,,,hg19,PROnonage,-1
cg18942097,chr5,151275500,OpenSea,GLRA1;GLRA1;GLRA1,5'UTR;Body;Body,hg19,PROnonage,-1
cg15473904,chr9,140446993,S_Shore,MRPL41,3'UTR,hg19,PROnonage,1
cg04255591,chr15,27926475,OpenSea,,,hg19,PROnonage,-1
cg10995137,chr8,27234794,OpenSea,PTK2B;PTK2B;PTK2B;PTK2B,5'UTR;5'UTR;5'UTR;5'UTR,hg19,PROnonage,-1
cg10738205,chr1,45121902,S_Shore,TMEM53;TMEM53;TMEM53;TMEM53,Body;Body;Body;5'UTR,hg19,PROnonage,-1
cg03762393,chr19,623245,Island,POLRMT,Body,hg19,PROnonage,1
cg11667453,chr5,2100069,OpenSea,,,hg19,PROnonage,-1
cg09448875,chr10,101542449,OpenSea,ABCC2,TSS200,hg19,PROnonage,-1
cg00339416,chr2,217516123,OpenSea,IGFBP2,Body,hg19,PROnonage,-1
cg04628320,chr19,36604588,Island,TBCB,TSS1500,hg19,PROnonage,1
cg12562927,chr6,25884280,S_Shore,,,hg19,PROnonage,-1
cg23059461,chr10,72362694,S_Shelf,PRF1;PRF1,TSS200;TSS200,hg19,PROnonage,-1
cg04743732,chr17,75855659,OpenSea,,,hg19,PROnonage,-1
cg23385817,chr10,48413163,N_Shore,GDF2,3'UTR,hg19,PROnonage,-1
cg18191060,chr1,247242514,S_Shore,ZNF670;ZNF670;ZNF670-ZNF695,TSS1500;TSS1500;TSS1500,hg19,PROnonage,1
cg00645276,chr2,238810122,OpenSea,RAMP1;RAMP1,Body;Body,hg19,PROnonage,-1
cg18141973,chr1,205490207,OpenSea,CDK18;CDK18;CDK18,5'UTR;5'UTR;5'UTR,hg19,PROnonage,-1
cg00888509,chr18,30254234,OpenSea,KLHL14,3'UTR,hg19,PROnonage,-1
cg01970923,chr13,113700534,N_Shore,MCF2L;MCF2L,Body;Body,hg19,PROnonage,-1
cg17931394,chr16,74314431,OpenSea,,,hg19,PROnonage,-1
cg21759048,chr2,1500255,OpenSea,TPO;TPO;TPO;TPO,Body;Body;Body;Body,hg19,PROnonage,-1
cg21075845,chr3,52013106,N_Shelf,ABHD14A,Body,hg19,PROnonage,1
cg02211549,chr5,2805677,OpenSea,,,hg19,PROnonage,-1
